"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"rate","Noun","Singular","Lower","No","No","Yes","1"
"question","Noun","Singular","Lower","No","No","Yes","1"
"queryResults","Verb","Plural","Camel","No","No","Yes","1"
"push ","Noun","Singular","Lower","No","No","Yes","1"
"purges","Verb","Plural","Lower","No","No","Yes","1"
"purge","Verb","Singular","Lower","No","No","Yes","1"
"pull","Verb","Singular","Lower","No","No","Yes","1"
"publishingChanges","Noun","Plural","Camel","No","No","Yes","1"
"publishingChangeAuthors","Noun","Plural","Camel","No","No","Yes","1"
"publishThisVersion","Verb","Singular","Camel","No","No","Yes","1"
"publishAllVersionInThisLocale","Verb","Singular","Camel","No","No","Yes","1"
"publishAllVersionInAllLocales","Verb","Plural","Camel","No","No","Yes","1"
"publicDocumentCount","Noun","Singular","Camel","No","No","Yes","1"
"promotion","Noun","Singular","Lower","No","No","Yes","1"
"projectSnapshot","Noun","Singular","Camel","No","No","Yes","1"
"projectResource","Noun","Singular","Camel","No","No","Yes","1"
"projectPortfolio","Noun","Singular","Camel","No","No","Yes","1"
"projectCollection","Noun","Singular","Camel","No","No","Yes","1"
"projectActual","Noun","Singular","Camel","No","No","Yes","1"
"profile","Verb","Singular","Lower","No","No","Yes","1"
"product","Noun","Singular","Lower","No","No","Yes","1"
"primaryFlag","Noun","Singular","Camel","No","No","Yes","1"
"pricingtypes","Noun","Plural","Lower","No","No","Yes","1"
"previous","Noun","Plural","Lower","No","No","Yes","1"
"pool","Noun","Singular","Lower","No","No","Yes","1"
"policy","Noun","Singular","Lower","No","No","Yes","1"
"periodItem","Noun","Singular","Camel","No","No","Yes","1"
"periodCloseout","Noun","Singular","Camel","No","No","Yes","1"
"pbsId","Noun","Singular","Camel","No","No","Yes","1"
"pagination","Noun","Singular","Lower","No","No","Yes","1"
"orderlines","Noun","Plural","Lower","No","No","Yes","1"
"optionLists","Noun","Plural","Camel","No","No","Yes","1"
"onlineDeviceCount","Noun","Singular","Camel","No","No","Yes","1"
"oauth2","Noun","Singular","Lower","No","No","Yes","1"
"now","Noun","Singular","Lower","No","No","Yes","1"
"notificationTypes","Noun","Plural","Camel","No","No","Yes","1"
"notificationPollingInfo","Noun","Singular","Camel","No","No","Yes","1"
"next","Noun","Singular","Lower","No","No","Yes","1"
"new","Noun","Singular","Lower","No","No","Yes","1"
"navigation","Noun","Singular","Lower","No","No","Yes","1"
"nameLike","Noun","Singular","Camel","No","No","Yes","1"
"mitigation","Noun","Singular","Lower","No","No","Yes","1"
"microsites","Noun","Plural","Lower","No","No","Yes","1"
"memberships","Noun","Plural","Lower","No","No","Yes","1"
"members ","Noun","Singular","Lower","No","No","Yes","1"
"measureName","Noun","Singular","Camel","No","No","Yes","1"
"materialStatusUpdates","Noun","Plural","Camel","No","No","Yes","1"
"mapred","Noun","Singular","Lower","No","No","Yes","1"
"loggedInUser","Noun","Singular","Camel","No","No","Yes","1"
"listWithPrices","Verb","Plural","Camel","No","No","Yes","1"
"listAddresses","Verb","Plural","Camel","No","No","Yes","1"
"lintStatus","Noun","Plural","Camel","No","No","Yes","1"
"level","Noun","Singular","Lower","No","No","Yes","1"
"layout","Noun","Singular","Lower","No","No","Yes","1"
"launchplan","Verb","Singular","Lower","No","No","Yes","1"
"lastCommitment","Noun","Singular","Camel","No","No","Yes","1"
"landingPages","Noun","Plural","Camel","No","No","Yes","1"
"kill","Verb","Singular","Lower","No","No","Yes","1"
"jobStatusWithLog","Noun","Singular","Camel","No","No","Yes","1"
"jobStatus","Noun","Plural","Camel","No","No","Yes","1"
"integration","Noun","Singular","Lower","No","No","Yes","1"
"instanceconsole","Noun","Singular","Lower","No","No","Yes","1"
"installstatuses","Verb","Plural","Lower","No","No","Yes","1"
"installrequests","Verb","Plural","Lower","No","No","Yes","1"
"initialScreen","Noun","Singular","Camel","No","No","Yes","1"
"info","Noun","Singular","Lower","No","No","Yes","1"
"incidentDetails","Noun","Plural","Camel","No","No","Yes","1"
"inboundmail","Noun","Singular","Lower","No","No","Yes","1"
"ignoredEntries","Noun","Plural","Camel","No","No","Yes","1"
"holidayListId","Noun","Singular","Camel","No","No","Yes","1"
"forms","Noun","Plural","Lower","No","No","Yes","1"
"force","Verb","Singular","Lower","No","No","Yes","1"
"footers","Noun","Plural","Lower","No","No","Yes","1"
"following","Noun","Singular","Lower","No","No","Yes","1"
"feedback","Noun","Singular","Lower","No","No","Yes","1"
"failedEntries","Noun","Plural","Camel","No","No","Yes","1"
"externals","Noun","Plural","Lower","No","No","Yes","1"
"externalActivities","Noun","Plural","Camel","No","No","Yes","1"
"expiredSessionCount","Noun","Singular","Camel","No","No","Yes","1"
"executeMarketingFlow","Verb","Singular","Camel","No","No","Yes","1"
"exception","Noun","Singular","Lower","No","No","Yes","1"
"eventRegistrations","Noun","Plural","Camel","No","No","Yes","1"
"event","Noun","Singular","Lower","No","No","Yes","1"
"emails","Noun","Plural","Lower","No","No","Yes","1"
"email ","Noun","Singular","Lower","No","No","Yes","1"
"draft","Noun","Singular","Lower","No","No","Yes","1"
"documentLinks","Noun","Plural","Camel","No","No","Yes","1"
"discardbyintegration","Noun","Singular","Lower","No","No","Yes","1"
"discardbyconnection","Noun","Singular","Lower","No","No","Yes","1"
"discard","Noun","Singular","Lower","No","No","Yes","1"
"direct","Noun","Singular","Lower","No","No","Yes","1"
"devicetypes","Noun","Plural","Lower","No","No","Yes","1"
"deviceCount","Noun","Singular","Camel","No","No","Yes","1"
"deviceApp","Noun","Singular","Camel","No","No","Yes","1"
"deregister","Noun","Singular","Lower","No","No","Yes","1"
"deployFiles","Verb","Plural","Camel","No","No","Yes","1"
"depends","Noun","Plural","Lower","No","No","Yes","1"
"dependencies","Noun","Plural","Lower","No","No","Yes","1"
"deltaScenario","Noun","Singular","Camel","No","No","Yes","1"
"deleteFile","Verb","Singular","Camel","No","No","Yes","1"
"defaultScalingUnits","Noun","Plural","Camel","No","No","Yes","1"
"defaultCalendar","Noun","Singular","Camel","No","No","Yes","1"
"datagrid","Noun","Singular","Lower","No","No","Yes","1"
"dataForms","Noun","Plural","Camel","No","No","Yes","1"
"curveName","Noun","Singular","Camel","No","No","Yes","1"
"currentUserPortfolios","Noun","Plural","Camel","No","No","Yes","1"
"currencySeed","Noun","Singular","Camel","No","No","Yes","1"
"cs","Noun","Plural","Lower","No","No","Yes","1"
"createFolder","Verb","Singular","Camel","No","No","Yes","1"
"createDefault","Verb","Singular","Camel","No","No","Yes","1"
"createBaseline","Verb","Singular","Camel","No","No","Yes","1"
"create","Verb","Singular","Lower","No","No","Yes","1"
"countLinesDFF","Noun","Singular","Camel","No","No","Yes","1"
"costItem","Noun","Singular","Camel","No","No","Yes","1"
"core","Noun","Singular","Lower","No","No","Yes","1"
"copyOrder","Verb","Singular","Camel","No","No","Yes","1"
"contentSections","Noun","Plural","Camel","No","No","Yes","1"
"confirmation","Noun","Singular","Lower","No","No","Yes","1"
"computeMeasure","Noun","Singular","Camel","No","No","Yes","1"
"columns","Noun","Plural","Lower","No","No","Yes","1"
"codeTypeId","Noun","Singular","Camel","No","No","Yes","1"
"cliapps","Noun","Plural","Lower","No","No","Yes","1"
"chunk","Noun","Singular","Lower","No","No","Yes","1"
"categoriesAssignedToView","Noun","Singular","Camel","No","No","Yes","1"
"capture","Verb","Singular","Lower","No","No","Yes","1"
"capitalPlanSnapshot","Noun","Singular","Camel","No","No","Yes","1"
"capabilities","Noun","Plural","Lower","No","No","Yes","1"
"canonical","Noun","Singular","Lower","No","No","Yes","1"
"build","Verb","Singular","Lower","No","No","Yes","1"
"binary","Noun","Singular","Lower","No","No","Yes","1"
"batchCreateorUpdate","Verb","Singular","Camel","No","No","Yes","1"
"baselineStatus","Noun","Plural","Camel","No","No","Yes","1"
"baseCurrency","Noun","Singular","Camel","No","No","Yes","1"
"badTokenCount","Noun","Singular","Camel","No","No","Yes","1"
"availableservices","Noun","Plural","Lower","No","No","Yes","1"
"availableLocales","Noun","Plural","Camel","No","No","Yes","1"
"authenticate","Noun","Singular","Lower","No","No","Yes","1"
"auditRecords","Noun","Plural","Camel","No","No","Yes","1"
"audit","Noun","Singular","Lower","No","No","Yes","1"
"audienceRuleProperties","Noun","Plural","Camel","No","No","Yes","1"
"audienceMembership","Noun","Singular","Camel","No","No","Yes","1"
"associate","Verb","Singular","Lower","No","No","Yes","1"
"assignmentId","Verb","Singular","Camel","No","No","Yes","1"
"around","Noun","Singular","Lower","No","No","Yes","1"
"applyActivityUncertainity","Verb","Singular","Camel","No","No","Yes","1"
"appendSecondaryOrganizations","Noun","Plural","Camel","No","No","Yes","1"
"appProperties","Noun","Plural","Camel","No","No","Yes","1"
"answer","Noun","Singular","Lower","No","No","Yes","1"
"analyticsqueries-comparisonoperators","Noun","Plural","Lower","No","Yes","Yes","1"
"analyticsqueries-aggregateoperations","Noun","Plural","Lower","No","Yes","Yes","1"
"analyticsReportResults","Noun","Plural","Camel","No","No","Yes","1"
"allUserSettings","Noun","Plural","Camel","No","No","Yes","1"
"allCommitment","Noun","Singular","Camel","No","No","Yes","1"
"aggregated","Noun","Singular","Lower","No","No","Yes","1"
"aggregate","Noun","Singular","Lower","No","No","Yes","1"
"addressclean","Verb","Singular","Lower","No","No","Yes","1"
"add","Verb","Singular","Lower","No","No","Yes","1"
"activityBookingOptions","Noun","Plural","Camel","No","No","Yes","1"
"active","Noun","Singular","Lower","No","No","Yes","1"
"abcsbop","Noun","Singular","Lower","No","No","Yes","1"
"WbsCode","Noun","Singular","Camel","No","No","Yes","1"
"ProjectId","Noun","Singular","Camel","No","No","Yes","1"
"ParentWbsCode","Noun","Singular","Camel","No","No","Yes","1"
